Object,Probability
Object1_T,3.1894863662263446e-06
Object2_T,0.022103
Object3_T,0.00012731983939716002
Object4_T,0.0006999999999999996
Object5_T,5.565464100000006e-05
Object6_T,0.12190062239999999
Object7_T,0.012483801073699192
Object8_T,0.2683398208
Object9_T,0.0
Object10_T,0.8137
Object11_T,0.27590000000000003
Object12_T,0.0
Object13_T,0.4508
Object14_T,1.4161404283472026e-06
Object15_T,0.0
Object16_T,0.0
Object17_T,0.07873833560000001
Object18_T,0.03960732111999999
Object19_T,4.399460889848637e-05
Object20_T,0.0
Object21_T,0.0
Object22_T,1.01
Object23_T,9.247849379999993e-05
Object24_T,0.08370000000000001
Object25_T,0.29374100477919396
Object26_T,0.11959056000000003
Object27_T,0.0
Object28_T,4.48718510453069e-06
Object29_T,0.0
Object30_T,0.12696048000000004
Object31_T,0.0912
Object32_T,1.0
Object33_T,8.227213478641415e-08
Object34_T,5.92880259033979e-08
Object35_T,0.5774400000000001
Object36_T,0.0
Object37_T,0.530149
Object38_T,0.0032944799999999976
Object39_T,0.005034959999999996
Object40_T,0.0001561573954218313
Object41_T,0.0
Object42_T,9.071319600000001e-05
Object43_T,0.0
Object44_T,0.055
Object45_T,0.0
Object46_T,0.0
Object47_T,0.014016832499999998
Object48_T,0.0007248596214534297
Object49_T,0.0017481818975543992
Object50_T,0.0
Object51_T,1.7157920610621782e-06
Object52_T,0.5455
Object53_T,0.0
Object54_T,0.0
Object55_T,0.11
Object56_T,0.00509703
Object57_T,0.0
Object58_T,0.4774
Object59_T,0.0
Object60_T,0.0
Object61_T,0.0
Object62_T,0.0
Object63_T,0.0
Object64_T,-0.010000000000000007
Object65_T,0.003896083799999997
Object66_T,2.1066429388575643e-08
Object67_T,0.003097395503999998
Object68_T,8.041654575257321e-08
Object69_T,0.0
Object70_T,4.1894566578808915e-10
Object71_T,1.6265865727964197e-08
Object72_T,0.002150495328240001
Object73_T,0.2843995
Object74_T,1.0
Object75_T,1.497389711029123e-10
Object76_T,0.09840453478958
Object77_T,0.0
Object78_T,2.3943083481946594e-08
Object79_T,0.12557900000000002
Object80_T,0.0
Object81_T,3.708939217099816e-05
Object82_T,0.0038499999999999975
Object83_T,0.0008741406449999992
Object84_T,0.0
Object85_T,0.0768
Object86_T,1.0
Object87_T,0.012172999999999991
Object88_T,0.0
Object89_T,0.00018161509278126354
Object90_T,0.002735028072000001
Object91_T,0.0
Object92_T,0.0
Object93_T,0.0
Object94_T,0.9486950000000001
Object95_T,6.77617525422882e-10
Object96_T,0.0
Object97_T,0.0
Object98_T,-0.0006560000000000005
Object99_T,0.0009721385072783995
Object100_T,0.0
