Object,Probability
Object1,0.20240000000000002
Object2,0.0039517900800000024
Object3,0.0
Object4,0.0
Object5,4.360769579119231e-07
Object6,0.1564
Object7,0.013883564751839998
Object8,0.007554892800000006
Object9,0.0
Object10,0.007087760687360998
Object11,0.0
Object12,0.18773798399999997
Object13,0.04299548841974399
Object14,6.634402335137777e-05
Object15,0.0
Object16,0.0
Object17,0.0
Object18,0.0114494184
Object19,0.0
Object20,0.041383439999999994
Object21,0.0038966507999999983
Object22,0.0
Object23,0.6798279150633574
Object24,0.0003115865890367998
Object25,0.276
Object26,1.0
Object27,0.014528640000000013
Object28,0.0025977671999999987
Object29,1.0
Object30,0.04749999999999999
Object31,0.00012697886073600003
Object32,0.006026819903999997
Object33,0.287290332
Object34,0.03664363679999998
Object35,0.0
Object36,0.009
Object37,0.8084
Object38,0.0
Object39,0.0037382190720000024
Object40,0.0032712623999999997
Object41,0.00014228144138880004
Object42,1.0
Object43,0.0200928
Object44,0.01738799999999999
Object45,0.0
Object46,0.002840225471999998
Object47,0.027576709044479987
Object48,0.010642532664959996
Object49,0.007761230399999998
Object50,0.11249999999999999
